,English Reviews ,Modern standard Arabic (MSA),Bahraini Dialects (BDs)
0,"Not AT All What You'll Expect!: One of the controlling units didn't work. But, I waited too long to send it back. I didn't notice any ""Turbo"" enhancements at all when I played. If you're use to the original controllers, the control coordination will seem awkward on these. Overall, not satisfied.","áíÓ Úáì ÇáÅØáÇŞ ãÇ ÊÊæŞÚå!: ÇÍÏì æÍÏÇÊ ÇáÊÍßã áã íÚãá.  ÇäÊÙÑÊ ØæíáÇğ áÃÚíÏå. áã ÃáÍÙ Ãí ÊÍÓíäÇÊ Úáì ""Turbo"" Úáì ÇáÅØáÇŞ ÚäÏãÇ ŞãÊ ÈÊÔÛíáå . ÅĞÇ ßäÊ ÊÓÊÎÏã æÍÏÇÊ ÇáÊÍßã ÇáÃÕáíÉ ¡ İÅä ÊäÓíŞ ÇáÊÍßã ÓíÕÈÍ ÛíÑ ãáÇÆã  İíåÇ . ÚãæãÇ ¡ ÛíÑ ÑÇÖ.","ßááÔÔ ãæ Çááí ÊÊæŞÚå! : æÇÍÏ ãä ÇáÑíãæÊÇÊ ãÇ íÔÊÛá. ÍÇÑÓÊ æÇÌÏ ÚÔÇä ÇÑÌÚå. ãÇ ÔİÊ æáÇ Ôí ÊÛíÑ Úáì Çá Turbo ßáÔ áãÇ ÔÛáÊå. ÇÏÇ ßäÊ ÊÓÊÎÏã ÇáÑíãæÊÇÊ ÇáÇÕáíÉ ¡İÊäÓíŞ ÇáÊÍßã ÈíÕíÑ ãæ ÚÏá İíåÇ. Úáì ßáò¡ ãæ ÑÇÖíÉ."
0,"waste of money. I just bought this game about 20 minutes ago. I played it for 5 minutes and wanted to throw it away. The graphics are weak, game play is choppy and it is an all around boring game. I really wished I rented it first. I am going to trade this one away a.s.a.p.","ãÖíÚÉ ááãÇá . áŞÏ ÇÔÊÑíÊ åĞå ÇááÚÈÉ ŞÈá ÍæÇáí 20 ÏŞíŞÉ. áŞÏÔÛáÊåÇ  áãÏÉ 5 ÏŞÇÆŞ æÃÑÏÊ ÑãíåÇ ÈÚíÏğÇ. ÇáÑÓæãÇÊ ÖÚíİÉ ¡ ÊÚãá ÈÔßá ãÊŞØÚ æããáÉ. ÊãäíÊ ÍŞÇğ ÊãäíÊ áæ ÇÓÊÃÌÑÊåÇ ÃæáÇ. ÇäÇ ĞÇåÈ áÇÓÊÈÏÇáåÇ ÊÌÇÑíÇ ÈÃÓÑÚ ãÇ íãßä.","ÎÓÇÑÉ İáæÓ. ÇÔÊÑíÊ åÇááÚÈÉ ŞÈá ÊŞÑíÈÇğ ?? ÏŞíŞÉ. ÔÛáÊåÇ áãÏÉ ? ÏŞÇíŞ æÈÛíÊ ÇİáÊåÇ ÈÚíÏ. ÇáÑÓæãÇÊ ÖÚíİÉ¡ ÊÔÊÛá ÈÔßá ãÊŞØÚ æããá. ÊãäíÊ ÕÏŞ ÊãäíÊ áæ ÇÓÊÇÌÑÊåÇ Çæá. ÇäÇ ÑÇíÍ ÚÔÇä ÇÛíÑåÇ ÊÌÇÑíÇ ÇÓÑÚ ãÇ íãßä."
0,"waste of money. I just bought this game about 20 minutes ago. I played it for 5 minutes and wanted to throw it away. The graphics are weak, game play is choppy and it is an all around boring game. I really wished I rented it first. I am going to trade this one away a.s.a.p.","ãÖíÚÉ ááãÇá . áŞÏ ÇÔÊÑíÊ åĞå ÇááÚÈÉ ŞÈá ÍæÇáí 20 ÏŞíŞÉ. áŞÏÔÛáÊåÇ  áãÏÉ 5 ÏŞÇÆŞ æÃÑÏÊ ÑãíåÇ ÈÚíÏğÇ. ÇáÑÓæãÇÊ ÖÚíİÉ ¡ ÊÚãá ÈÔßá ãÊŞØÚ æããáÉ. ÊãäíÊ ÍŞÇğ ÊãäíÊ áæ ÇÓÊÃÌÑÊåÇ ÃæáÇ. ÇäÇ ĞÇåÈ áÇÓÊÈÏÇáåÇ ÊÌÇÑíÇ ÈÃÓÑÚ ãÇ íãßä.","ÎÓÇÑÉ İáæÓ. ÇÔÊÑíÊ åÇááÚÈÉ ŞÈá ÊŞÑíÈÇğ ?? ÏŞíŞÉ. ÔÛáÊåÇ áãÏÉ ? ÏŞÇíŞ æÈÛíÊ ÇİáÊåÇ ÈÚíÏ. ÇáÑÓæãÇÊ ÖÚíİÉ¡ ÊÔÊÛá ÈÔßá ãÊŞØÚ æããá. ÊãäíÊ ÕÏŞ ÊãäíÊ áæ ÇÓÊÇÌÑÊåÇ Çæá. ÇäÇ ÑÇíÍ ÚÔÇä ÇÛíÑåÇ ÊÌÇÑíÇ ÇÓÑÚ ãÇ íãßä."
0,"DO NOT PURCHASE FROM THIS COMPANY!!!: I purchased this product and went directly to installing it. The product did not work and when I tried to contact the seller he not only was not helpful, but he has not aided me in the return of the product. This is a perfect example of a poorly run company and my advice to any future buyers is to look somewhere else!! They are selling low quality parts and their customer service is inexistent. DONT WASTE YOUR TIME BUYING FROM THEM!!","áÇ ÊÔÊÑí ãä åĞå ÇáÔÑßÉ !!!: áŞÏ ÇÔÊÑíÊ åĞÇ ÇáãäÊÌ æĞåÈÊ ãÈÇÔÑÉ áÊËÈíÊå. áã íÚãá ÇáãäÊÌ ¡ æÚäÏãÇ ÍÇæáÊ ÇáÇÊÕÇá ÈÇáÈÇÆÚ áã íßä áíÓ  ãİíÏğÇ İŞØ ¡ Èá Çäå  áã íÓÇÚÏäí İí ÅÑÌÇÚ ÇáãäÊÌ ¡ æåĞÇ åæ ãËÇá ãËÇáí áÓæÁ ÇáÍÙ ÅÏÇÑÉ ÇáÔÑßÉ æäÕíÍÊí áÃí ãÔÊÑíä İí ÇáãÓÊŞÈá åæ Ãä íäÙÑæÇ  Åáì ãßÇä ÂÎÑ !! Åäåã íÈíÚæä ŞØÚğÇ ãäÎİÖÉ ÇáÌæÏÉ æÎÏãÉ ÇáÚãáÇÁ ÛíÑ ãæÌæÏÉ. áÇ ÊÖíÚ æŞÊß İí ÇáÔÑÇÁ ãä åäÇß !!","áÇ ÊÔÊÑí ãä åÇáÔÑßÉ: ÇÔÊÑíÊ åÇáãäÊÌ æÑÍÊ ÓíÏÉ áÊËÈíÊå. ãÇ ÇÔÊÛá ÇáãäÊÌ¡ æáãÇ ÌÑÈÊ ÇÊÕá İí ÇáÈÇíÚ ãÇ ßÇä ãæ ãİíÏ ÈÓ¡ ÇáÇ ãÇ ÓÇÚÏäí İí ÊÑÌíÚ ÇáãäÊÌ¡ æåĞÇ åæ ÎæÔ ãËÇá áÓæÁ ÅÏÇÑÉ ÇáÔÑßÉ æäÕíÍÊí áÇí ãÔÊÑíä İí ÇáãÓÊŞÈá åæ Çä íÌæİæä ãßÇä ÛíÑ! Ïáíä íÈíÚæä ŞØÚ ÌæÏÊåã ßÌÑÉ æÎÏãÉ ÇáÚãáÇÁ ãæ ãæÌæÏå. áÇ ÊÖíÚ æŞÊß İí Çäß ÊÇÎĞ ãä åäÇß!"
0,"A very poorly researched book: Having read through a couple dozen reviews on this book I have to add one more because I so totally disagree with what has been written in them and am shocked that so few people realized that the ending of ""Three"" was so completely implausible. If you know something about what is revealed, well then you will regret having wasted your time reading the book. My advice to the author that he needs to do better research or stick to what he knows. This book is a disservice to the public because it creates a false impression for the reader with regards to the issue that he brings up.","ÃÓæÃ ßÊÇÈ Êã ÇáÈÍË Úäå  : ÈÚÏ ŞÑÇÁÉ ÈÖÚ ÚÔÑÇÊ ãä ÇáÊŞííãÇÊ Íæá åĞÇ ÇáßÊÇÈ ¡ áÇ ÈÏ áí ãä ÅÖÇİÉ ßÊÇÈ ÂÎÑ áÃääí áÇ ÃæÇİŞ ÊãÇãğÇ Úáì ãÇ ßÊÈ İí ÇáÊŞííãÇÊ  æÕÏãÊ ÈÃäå  ŞáÉ ŞáíáÉ ãä ÇáäÇÓ ÃÏÑßæÇ Ãä äåÇíÉ ""ÇáËáÇËÉ"" ßÇäÊ Ğáß ÛíÑ ŞÇÈáÉ ááÊÕÏíŞ . áÇ ÃÑíÏ ÇáÊÎáí Úä ÇáäåÇíÉ áÃæáÆß ÇáĞíä íİßÑæä İí ŞÑÇÁÊåÇ .ÅĞÇ ßäÊ ÊÚÑİ ÔíÆğÇ  ÚãÇ Êã ÇáßÔİ Úäå İÓæİ ÊäÏã Úáì ÅÖÇÚÉ ÇáæŞÊ İí ŞÑÇÁÉ ÇáßÊÇÈ. äÕíÍÊí ááãÄáİ Ãäå ÈÍÇÌÉ Åáì ÅÌÑÇÁ ÃÈÍÇË ÃİÖá Ãæ ÇáÇÍÊİÇÙ  ÈãÇ íÚÑİå. åĞÇ ÇáßÊÇÈ åæ ÅåÇäÉ ááÌãåæÑ áÃäå íÎáŞ ÇäØÈÇÚğÇ ÎÇØÆğÇ ááŞÇÑÆ İíãÇ íÊÚáŞ ÈÇáãÔßáÉ ÇáÊí íØÑÍåÇ.","ÇßÌÑ ßÊÇÈ ÏæÑæÇ Úäå : ÚŞÈ ŞÑÇÁÉ ÇÒíÏ ãä ÚÔÑíä ÊŞííã Úä åÇáßÊÇÈ¡ ÇßíÏ áÇÒã ÃÖíİ ßÊÇÈ ËÇäí áÇäí ãÇ ÇæÇİŞ ÇÈÏÇ åáì Çáí ÇäßÊÈ İí ÇáÊŞííãÇÊ æÇäÕÏãÊ Çä ŞáÉ ŞáíáÉ ãä ÇáäåÇíÉ İåãæÇ Çä äåÇíÉ ""ÇáËáÇËÉ"" ßÇäÊ ãÇÍÏ íÕÏŞåÇ. ãÇ ÇãÈí ÇÊÎáì Úä ÇáäåÇíÉ ááí íİßÑæä İí ŞÑÇíÊå. ÇĞÇ ßäÊ ÊÚÑİ ÔíÁ Úä Çááí ÇäßÔİ ÈÊäÏã Úáì ÊÖííÚ æŞÊß İí ŞÑÇíÉ ÇáßÊÇÈ. äÕíÍÊí ááßÇÊÈ Çäå íÍÊÇÌ Çäå íÓæí ÇÈÍÇË ÇÍÓä Çæ íÍÊİÙ ÈÇááí íÚÑİå. åÇáßÊÇÈ åæ ÇåÇäÉ ááÌãåæÑ áÇäå íÓæí ÇäØÈÇÚ ÛáØ ááí íŞÑÇ Úä ÇáãÔßáÉ Çááí íÊßáã ÚäåÇ."
0,Poor quality: The sponge smells like some sort of chemical was used on it. The hand massage tool is indented. The bath salt smells just as bad as the sponge. I am honestly thinking about just throwing away a majority of this product and buying everything locally. Every single item in the basket is manufactured in China and I honestly could have found better items elsewhere.,äæÚíÉ ÑÏíÆÉ: ÑÇÆÍÉ ÇáÅÓİäÌ ÊÈÏæ æßÃäå äæÚ ãä ÇáãæÇÏ ÇáßíãíÇÆíÉ ŞÏ Êã ÇÓÊÎÏÇãå İíåÇ . ÃÏÇÉ ÊÏáíß ÇáíÏíä ãÓääÉ  .ÑÇÆÍÉ ãáÍ ÇáÇÓÊÍãÇã ÓíÆÉ ßÑÇÆÍÉ ÇáÇÓİäÌÉ. ÃäÇ ÈÕÑÇÍÉ ÃİßÑ İí ÇáÊÎáÕ ãä ÛÇáÈíÉ åĞÇ ÇáãäÊÌ æÔÑÇÁ ßá ÔíÁ ãÍáíğÇ. íÊã ÊÕäíÚ ßá ŞØÚÉ ãİÑÏÉ İí ÇáÓáÉ İí ÇáÕíä æíãßääí ÈÕÑÇÍÉ ÇáÚËæÑ Úáì ÓáÚ ÃİÖá İí ãßÇä ÂÎÑ.,"äæÚíÉ ßÌÑÉ: ÑÇÆÍÉ ÇáÅÓİäÌ ÊÈíä Çäå äå İí äæÚ ãä ÇáãæÇÏ ÇáßíãíÇÆíÉ ÇÓÊÎÏãæå İíåÇ. ÇÏÇÉ ÇáÊÏáíß ãÓääÉ. ÑíÍÉ ãáÍ ÇáÊÓÈæÍ ÎÇíÓÉ äİÓ ÑíÍÉ ÇáÇÓİäÌÉ. Çäí ÈÕÑÇÍÉ ÇİßÑ İí Çä ÇİáÊ ÇÛáÈíÉ åÇáãäÊÌ æ ÇÔÊÑí ßá Ôí ãÍáíÇ. ÊÊÕäÚ ßá ŞØÚÉ ÈÑæÍåÇ İí ÇáÓáÉ İí ÇáÕíä¡ æÇŞÏÑ ÈÕÑÇÍÉ ÇÍÕá Úáì ÓáÚ ÇÍÓä İí ãßÇä ËÇäí."
0,Poor quality: The sponge smells like some sort of chemical was used on it. The hand massage tool is indented. The bath salt smells just as bad as the sponge. I am honestly thinking about just throwing away a majority of this product and buying everything locally. Every single item in the basket is manufactured in China and I honestly could have found better items elsewhere.,äæÚíÉ ÑÏíÆÉ: ÑÇÆÍÉ ÇáÅÓİäÌ ÊÈÏæ æßÃäå äæÚ ãä ÇáãæÇÏ ÇáßíãíÇÆíÉ ŞÏ Êã ÇÓÊÎÏÇãå İíåÇ . ÃÏÇÉ ÊÏáíß ÇáíÏíä ãÓääÉ  .ÑÇÆÍÉ ãáÍ ÇáÇÓÊÍãÇã ÓíÆÉ ßÑÇÆÍÉ ÇáÇÓİäÌÉ. ÃäÇ ÈÕÑÇÍÉ ÃİßÑ İí ÇáÊÎáÕ ãä ÛÇáÈíÉ åĞÇ ÇáãäÊÌ æÔÑÇÁ ßá ÔíÁ ãÍáíğÇ. íÊã ÊÕäíÚ ßá ŞØÚÉ ãİÑÏÉ İí ÇáÓáÉ İí ÇáÕíä æíãßääí ÈÕÑÇÍÉ ÇáÚËæÑ Úáì ÓáÚ ÃİÖá İí ãßÇä ÂÎÑ.,"äæÚíÉ ßÌÑÉ: ÑÇÆÍÉ ÇáÅÓİäÌ ÊÈíä Çäå äå İí äæÚ ãä ÇáãæÇÏ ÇáßíãíÇÆíÉ ÇÓÊÎÏãæå İíåÇ. ÇÏÇÉ ÇáÊÏáíß ãÓääÉ. ÑíÍÉ ãáÍ ÇáÊÓÈæÍ ÎÇíÓÉ äİÓ ÑíÍÉ ÇáÇÓİäÌÉ. Çäí ÈÕÑÇÍÉ ÇİßÑ İí Çä ÇİáÊ ÇÛáÈíÉ åÇáãäÊÌ æ ÇÔÊÑí ßá Ôí ãÍáíÇ. ÊÊÕäÚ ßá ŞØÚÉ ÈÑæÍåÇ İí ÇáÓáÉ İí ÇáÕíä¡ æÇŞÏÑ ÈÕÑÇÍÉ ÇÍÕá Úáì ÓáÚ ÇÍÓä İí ãßÇä ËÇäí."
0,NO FRAGRANCE:I WAS SO DISAPPOINTED TO FIND The PRODUCT HAD NO FRAGRANCE. IT ONLY HAS BODY WASH AND LOTION AND A BUNCH OF USELESS ITEMS. THERE IS NO BODY SPRAY WHICH WOULD HAVE BEEN NICE FOR THE PRICE.,áÇ    ÚØÑ  : áŞÏ ÔÚÑÊ ÈÎíÈÉ Ããá ÔÏíÏÉ áÃääí æÌÏÊ ÇáãäÊÌ ÈÏæä ÛíÑ ÚØÑ  .  íÍÊæí İŞØ  ÛÓæá æ áæÔä ááÌÓã  æãÌãæÚÉ ãä ÇáÚäÇÕÑ ÇáÛíÑ ãÌÏíÉ. áÇ íæÌÏ ÑÔ ááÌÓã íßæä ÓÚÑå ÌíÏğÇ. ,ãÇİí ÚØÑ: ÍÓíÊ ÈÎíÈÉ Çãá ßÈíÑÉ áÇäí ÍÕáÊ ÇáãäÊÌ ÈÏæä ÚØÑ. İíå ÈÓ ÛÓæá æáæÔä ááÌÓã æãÌãæÚÉ ãä ÇáÇÔíÇÁ Çááí ãÇ ãäåÇ İÇíÏÉ. ãÇİí ÑÔ ááÌÓã íßæä ÓÚÑå Òíä.
0,a big let down from the first: I am a huge fan of the first video. This one however was a big letdown. Neither of my daughters will pay attention to it. Over all I just wouldn't recommend this at all.,ÎíÈÉ Ããá  ãä ÇáÃæá   : ÃäÇ ãÚÌÈ ßÈíÑ ÈÇáİíÏíæ ÇáÃæá. ãÚ Ğáß åæ æÇÍÏ ãä ÎíÈÇÊ ÇáÃãá . áä ÊåÊã Ãí ãä ÈäÇÊí Èå . Úáì ßá ÍÇá ÃäÇ  áÇ ÃæÕí Èå Úáì ÇáÅØáÇŞ.,ÎíÈÉ Çãá ãä ÇáÇæá: ÇäÇ ãÚÍÈ ßÈíÑ ÈÇáİíÏíæ ÇáÇæá. ÈÚÏ åæ æÇÍÏ ãä ÎíÈÇÊ ÇáÇãá. ãÇ ÇåÊãÊ İíå æáÇ æÍÏÉ ãä ÈäÇÊí. Úáì ßáò ÇäÇ ãÇ ÇæÕí İíå ÇÈÏÇ
0,IT WORRIES ME WHEN SELLERS DON'T PUT MEASUREMENTS: I don't trust sellers that don't add measurements and reliable information. They are always hiding something.,íÒÚÌäí Ğáß ÚäÏãÇ áÇ íŞæã ÇáÈÇÆÚæä ÈæÖÚ ŞíÇÓÇÊ: áÇ ÃËŞ İí ÇáÈÇÆÚíä ÇáĞíä áÇ íÖíİæä ŞíÇÓÇÊ æãÚáæãÇÊ ãæËæŞÉ. Çäåã ÏÇÆãÇ íÎİæä  ÔíÆÇ .,íäÑİÒäí åÇáÔí áãÇ ãÇ íÍØ ÇáÈÇíÚíä ÇáŞíÇÓÇÊ: ãÇ ÇæËŞ İí ÇáÈÇíÚíä Çááí ãÇ íÍØæä ŞíÇÓÇÊ æãÚáæãÇÊ ÃßíÏÉ.Ïáíä ÏÇíãÇ íÎÔæä Ôí.
0,Product not as described: I really liked this nice set of glasses.    I ordered 1 set and got only 1 single glass. I wrote to seller many times and got no response back. I am still hoping to get remaining 11 glasses. I noticed I am not the only one with the same problem. Now I am stuck with 1 single glass that is overpriced. I am not happy about that.,ÇáãäÊÌ áíÓ ßãÇ åæ ãæÖÍ: áŞÏ ÃÍÈÈÊ ÍŞğÇ åĞå ÇáãÌãæÚÉ ÇáÑÇÆÚÉ ãä ÇáßÇÓÇÊ. áŞÏ ØáÈÊ ãÌãæÚÉ æÇÍÏÉ æÍÕáÊ Úáì ßæÈ æÇÍÏ İŞØ. ßÊÈÊ Åáì ÇáÈÇÆÚ ÚÏÉ ãÑÇÊ æáã ÃÍÕá Úáì Ãí ÑÏ. ãÇ ÒáÊ Âãá İí ÇáÍÕæá Úáì 11 ßÇÓ ÇáãÊÈŞíä . áŞÏ áÇÍÙÊ Ãääí áÓÊ ÇáæÍíÏÉ ÇáÊí áÏíåÇ äİÓ ÇáãÔßáÉ. ÇáÂä ÃäÇ ÚÇáŞÉ ãÚ  ßæÈ æÇÍÏ åæ ãÈÇáÛ İí ÓÚÑå . ÃäÇ áÓÊ ÓÚíÏğÇ ÈĞáß.,ÇáãäÊÌ ãæ äİÓ Çáí ãÍØæØ: ÍÈíÊ åÇáãÌãæÚÉ ÇáÚÌíÈÉ ãä ÇáŞáÇÕÇÊ. ØáÈÊ ãÌãæÚÉ æÍÏÉ æÍÕáÊ ÈÓ ŞáÇÕ æÇÍÏ. ßÊÈÊ ááÈÇíÚ ÇßËÑ ãä ãÑÉ æãÇ ÍÕáÊ Çí ÑÏ. ãÇ ÒáÊ ááÍíä ÇÍÇÑÓ Çá?? ŞáÇÕ ÇáÈÇŞííä. áÇÍÙÊ Çä ãæ ÈÓ Çäí Çááí ÚäÏåÇ åÇáãÔßáÉ. ÇáÍíä Çäí ŞÇÚÏÉ æíÇ ŞáÇÕ æÇÍÏ ãÈÇáÛ İí ÓÚÑå. ÍÏí ãæ ãÓÊÇäÓÉ ÈåÇáÔí.
0,"Too shallow: The book provides only shallow explanation of how TDD is supposed to work. Oversimplification may lead to bad code. The grammar does not have to be complete, but the framework has to be there from the beginning. the book begins to look like a commercial.","ÖÍáÉ ÌÏğÇ: íŞÏã ÇáßÊÇÈ ÔÑÍğÇ ÖÍáğÇ İŞØ áßíİíÉ Úãá TDD. ÇáÊÈÓíØ ÇáãİÑØ ŞÏ íÄÏí Åáì ÊÑãíÒ  ÛíÑ ÕÍíÍ. áÇ íÌÈ Ãä Êßæä ÇáŞæÇÚÏ ßÇãáÉ ¡ æáßä íÌÈ Ãä íßæä ÇáÅØÇÑ ãæÌæÏğÇ ãä ÇáÈÏÇíÉ. ¡ íÈÏÃ ÇáßÊÇÈ İí ÇáÙåæÑ ßÃäå ÅÚáÇä ÊÌÇÑí.","ßáÔ ÓØÍíÉ: íÚØíäÇ ÇáßÊÇÈ ÔÑÍ ÓØÍí ÈÓ Çä Ôáæä Úãá TDD. ÇáÊÈÓíØ ÇáãÈÇáÛ İíå ããßä íæÕá Çáì ÇáÊÑãíÒ ÇáÛáØ. ãæ áÇÒã Êßæä ÇáŞæÇÚÏ ßÇãáÉ¡ áßä áÇÒã Çä íßæä ÇáÇØÇÑ ãÍØæØ ãä ÇáÈÏÇíÉ¡ íÈÏí ÇáßÊÇÈ íØáÚ áíäÇ ßÇäå ÇÚáÇä ÊÌÇÑí."
0,"Disappointing, & too long.: Bought this video thinking it was one that I had saw years ago, was wrong, this movie had quite a bit of excitement in it in the beginning but not so then . Glad for fast forward.... Would not recommend it. IMHO.. Unrealistic ending.","ãÎíÈ ááÂãÇá ¡ æØæíá ÌÏğÇ: ÇÔÊÑíÊ  åĞÇ ÇáİíÏíæ ÙäÇ  Çäí  ŞÏ ÔÇåÏÊå ŞÈá ÓäæÇÊ ¡ ßÇä ÎØÃğ . åĞÇ Çáİíáã İíå ÔíÆ ãä ÇáÅËÇÑÉ İí ÇáÈÏÇíÉ æ áßä áíÓ ßĞáß İíãÇ ÈÚÏ . ÓÚíÏ ááÊŞÏã ÇáÓÑíÚ .... áä ÃæÕí Èå ÈÑÃíí ÇáãÊæÇÖÚ .. äåÇíÉ ÛíÑ æÇŞÚíÉ.","ãÎíÈ ááÇãÇá æ  ÍÏå Øæíá: ÇÔÊÑíÊ åÇáİíÏíæ áÇä ßäÊ ÇİßÑ Çäí ÔİÊå ŞÈá ÓäæÇÊ¡ ßäÊ ÛáØÇä. åÇáİáã İíå Ôí ãä ÇáÍãÇÓ İí ÇáÈÏÇíÉ áßä ãæ Ïí ÈÚÏíä. ãÓÊÇäÓ ááÊŞÏã ÇáÓÑíÚ.... ãÇ ÈæÕí İíå ÈÑÇíí ÇáãÊæÇÖÚ.. äåÇíÉ ãæ ÕÏŞíÉ."
0,Poor Quality Rack: My wife and I received this as a wedding gift.The rack look nice and the spices seem to be of decent quality but the quality of the spice rack leaves much to be desired. The containers seem to be made of glass or a thick acrylic but the lids are made of cheap looking and plastic. They also do not close well.The rack itself is also made of cheap plastic and the spice containers fall off the racks occasionally.If I would have bought this I would return it. ,"Ñİ  Ğæ ÌæÏÉ ÑÏíÆÉ: ÊáŞíÊ ÃäÇ æÒæÌÊí åĞÇ ßåÏíÉ ÒİÇİ. íÈÏæ ÇáÑİ ÑÇÆÚğÇ æíÈÏæ Ãä ÇáÊæÇÈá ĞÇÊ ÌæÏÉ áÇÆŞÉ æáßä ÌæÏÉ Ñİ ÇáÊæÇÈá ÊÊÑß ÇáßËíÑ ããÇ åæ ãÑÛæÈ İíå. íÈÏæ Ãä ÇáÚÈæÇÊ ãÕäæÚÉ ãä ÇáÒÌÇÌ Ãæ ÇáÃßÑíáíß ÇáÓãíß ¡ æáßä ÇáÃÛØíÉ ãÕäæÚÉ ãä ÇáÈáÇÓÊíß Ğí ÇáÔßá ÇáÑÎíÕ. ßãÇ ÃäåÇ áÇ ÊÛáŞ ÌíÏğÇ. İÇáÍÇãá äİÓå ãÕäæÚ ÃíÖğÇ ãä ÇáÈáÇÓÊíß ÇáÑÎíÕ . ÚÈæÇÊ ÈåÇÑÇÊ ÇáÊæÇÈá ÊÓŞØ ãä Úáì ÇáÑİ ãä Ííä áÂÎÑ. áæ ßäÊ ÇÔÊÑíÊ åĞÇ ÇáÑİ  áÃÑÌÚÊå. ","Ñİ ßÌÑÉ : ÍÕáÊ ÇäÇ æÒæÌÊí åĞÇ ßåÏíÉ ÒæÇÌ. íÈíä ÇáÑİ ÚÌíÈ æíÈíä Çä ÇáÊæÇÈá ÒíäÉ ÈÓ ÌæÏÉ Ñİ ÇáÊæÇíá ÊåÏ  æÇÌÏ ãä ÇáÇÔíÇÁ Çááí ÊäÈÛì. íÈíä Çä ÇáÛÑÇÔ ãÕäæÚÉ ãä ÇáÒÌÇÍ Çæ ÇáÈáÇÓÊß ÇáËŞíá¡ ÈÓ ÇáãÛÇØí ãÕäæÚÉ ãä ÇáÈáÇÓÊß Èæ ÑÎæÕ. ŞæÇØí ÈåÇÑÇÊ ÇáÊæÇÈá ÊØíÍ ãä ÇáÑİ ßá ÔæíÉ. áæ ßäÊ ãÔÊÑí åÇáÑİ ÌÇä ÑÌÚÊå."
0,Disappointed: I was never so disappointed in a product as I was in this. It didn't do anything for m husband and I had such high hopes!,ÎíÈÉ Ããá: áã áã ÇÔÚÑ ÈÎíÈÉ Ããá ßãÇ åæ ÇáÂä ãÚ åĞÇ ÇáãäÊÌ . áã íİÚá Ãí ÔíÁ áÒæÌí æßÇä áÏí ÂãÇá ßÈíÑÉ!,ÎíÈÉ Çãá : ãÇ ÚãÑí ÍÓíÊ ÈÎíÈÉ Çãá äİÓ ÇáÍíä æíÇ åÇáãäÊÌ. ãÇ ÓæÇ Çí Ôí áÑÌáí æßÇä ÚäÏí ÇãÇá ßÈíÑÉ!
